30344	1
30466	0
31084	0
34552	1
32538	0
32951	0
33564	1
31367	1
34047	0
33491	1
33064	0
32025	1
31184	1
30102	1
31454	1
32070	1
31241	0
30333	1
31923	0
31966	1
30277	0
31477	0
33750	0
31311	0
32895	1
32600	0
33630	1
31698	0
30561	0
33567	1
33796	0
33050	1
34377	1
30752	1
33470	0
30338	0
32228	0
30111	1
30131	1
34140	0
32679	0
30757	1
32433	1
33084	0
30685	0
34515	1
33370	0
33116	1
34339	1
34330	0
33863	1
33042	1
33384	0
32008	1
33661	0
34304	0
33647	0
34204	1
32618	1
33739	0
32222	1
30143	1
33508	0
31125	1
33919	1
32063	1
34173	0
32143	0
34558	1
30956	0
30009	0
31572	1
31168	1
30825	1
30731	0
34197	1
31690	0
34272	1
33878	0
34409	1
30347	0
30177	1
33679	1
31734	1
31646	1
32030	0
31795	1
33465	0
32100	0
32750	1
31971	0
33240	1
34149	1
34475	1
31702	1
34504	1
30134	1
30061	0
31554	1
33097	0
33929	1
31328	1
30221	1
30258	1
30796	1
32984	1
33509	1
33166	0
30414	1
32547	1
33223	0
33455	1
32169	0
33845	1
31419	1
33306	1
31716	1
33241	0
33540	0
30589	0
33286	1
33325	1
30669	1
32432	0
30253	1
32508	0
32766	0
32012	0
32167	1
30144	0
30348	1
31807	0
30117	1
33650	0
30283	1
34548	0
32185	0
31933	0
31851	0
30285	1
32710	1
31020	0
30422	0
32887	1
32123	0
31028	0
34119	1
33272	0
33920	1
32615	1
31196	1
30020	0
32727	0
30242	1
31516	0
30747	0
31411	1
30838	0
30436	0
32369	1
30230	0
32227	0
30257	1
31495	0
34557	0
34395	0
33921	0
32086	0
32348	0
34281	0
33950	1
32890	0
30803	0
30638	0
31784	1
32238	1
33868	1
32611	1
30671	0
33721	1
31019	0
32397	1
31282	0
33479	0
33668	1
30709	0
31189	1
30035	1
32091	0
32703	0
33312	0
33115	0
32449	1
33783	1
32668	0
30300	0
33592	0
30270	1
34307	0
31715	0
31247	1
30267	0
33227	1
33615	1
32647	0
30998	1
32005	1
30301	1
34583	1
34283	1
33559	0
32339	1
33307	0
33789	1
31822	1
31440	1
31016	1
32617	0
33775	0
32661	0
31642	1
31819	1
32634	1
30383	1
33791	1
33026	1
33717	0
31437	1
33245	1
32414	0
30657	1
33209	0
31082	0
30898	1
32489	0
33082	0
30093	0
31253	1
30933	0
31946	1
30763	1
33785	0
33372	0
32952	0
32690	0
30864	1
32442	1
34288	0
31726	0
30245	0
33985	0
33196	1
30966	1
32294	1
33629	0
30209	0
34482	0
33636	1
34297	1
30059	0
31142	0
33693	1
30231	0
34342	1
34079	0
31977	0
30628	1
32082	1
31326	1
31832	0
31377	1
34425	1
31755	1
34303	1
33149	0
34221	1
31104	1
33018	0
32484	1
32114	1
30893	0
31149	1
33632	1
33945	1
33524	1
33813	0
30272	0
33495	1
32588	0
31095	1
34142	1
33463	1
33741	1
30886	0
33289	0
34234	0
32393	0
32584	1
31533	1
32823	0
32109	0
32268	1
30107	1
33385	0
30980	0
31779	1
33068	0
30511	0
31586	0
31218	1
34183	0
33339	0
30041	1
33453	1
32743	0
34122	0
33072	1
31164	0
34419	0
30002	1
33349	1
33048	0
30832	0
32469	0
33138	1
30497	0
30171	1
30499	0
34174	0
33310	0
31085	0
32870	1
32301	1
30352	0
33735	0
30636	1
31929	0
33829	0
31292	0
33258	0
31310	0
30775	1
34135	1
34599	1
31859	1
34598	1
33239	0
32424	1
34435	1
31110	1
34345	1
31178	0
34447	0
30098	0
31343	1
32973	0
30469	0
